"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"02D57B51/704/0";"&Browse";"浏览(&B）";"B";"B"
"02D57B51/841/0";"Place comments in this Word file:";"在Word文件中放置注释：";;
"02D57B51/705/0";"Bro&wse";"浏览(&W)";"W";"W"
"02D57B51/842/0";"Select Comment Types to Import";"选择要导入的注释类型";;
"02D57B51/707/0";"&All Comments";"全部注释(&A)";"A";"A"
"02D57B51/708/0";"All Comments with Chec&kmarks";"全部有对勾标记的注释(&K)";"K";"K"
"02D57B51/709/0";"Text &Edits Only: Insertions, Deletions and Replaces";"文本编辑项（插入项，删除项和替换项）(&E)";"E";"E"
"02D57B51/697/0";"Con&tinue";"继续(&T)";"T";"T"
"02D57B51/698/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/712/0";"Dialog";"对话框";;
"02D57B51/787/0";"Author:";"作者：";;
"02D57B51/717/0";"Static";"Static";;
"02D57B51/788/0";"Date:";"日期：";;
"02D57B51/719/0";"Static";"Static";;
"02D57B51/789/0";"Action:";"动作：";;
"02D57B51/721/0";"Static";"Static";;
"02D57B51/790/0";"New Text:";"新建文本：";;
"02D57B51/724/0";"A&pply";"应用(&P)";"P";"P"
"02D57B51/727/0";"&Next";"下一步(&N)";"N";"N"
"02D57B51/725/0";"&Undo Last";"撤销上一条(&U)";"U";"U"
"02D57B51/726/0";"Automatically go to next";"自动跳至下一条";;
"02D57B51/714/0";"Apply &All Remaining";"应用到所有剩余注释(&A)";"A";"A"
"02D57B51/715/0";"&Stop";"停止(&S)";"S";"S"
"02D57B51/728/0";"Text Integration Summary";"文本集成小结";;
"02D57B51/736/0";"Integration Summary:";"集成小结：";;
"02D57B51/737/0";"Text changes Applied:";"应用的文本更改：";;
"02D57B51/739/0";"Static";"Static";;
"02D57B51/738/0";"Remaining Changes:";"剩余的文本更改：";;
"02D57B51/740/0";"static";"static";;
"02D57B51/731/0";"Text Integration Complete";"文本集成完成";;
"02D57B51/732/0";"There are no more text edits, ""Inserts"", ""Deletes"" and 擱eplaces?, remaining to be integrated.";"无其它文本编辑项，如“插入”，“删除”和“替换”等需要继续集成。";;
"02D57B51/733/0";"Cleaning up the document";"整理文档";;
"02D57B51/734/0";"+ If Track Changes is on, you can merge all of the tracked changes into the document, choose ""%s%[1]"" from the ""%s%[2]"" dropdown in ""%s%[3]"" ribbon.";"+ 如果“修订”已打开，您可以将所有已记录的更改合并到文档，从“%s%[3]”功能区下的”%s%[2]“下拉列表选择“%s%[1]”。";;
"02D57B51/735/0";"+ To delete all the remaining comment bubbles, choose ""%s%[1]"" from the ""%s%[2]"" dropdown in ""%s%[3]"" ribbon.";"+ 要删除所有剩下的注释气泡图，请从“%s%[3]”功能区下的“%s%[2]”下拉列表中选择“%s%[1]”。";;
"02D57B51/730/0";"Con&tinue";"继续(&T)";"T";"T"
"02D57B51/791/0";"&OK";"确定(&O)";"O";"O"
"02D57B51/741/0";"Progress";"进度";;
"02D57B51/744/0";"Static";"Static";;
"02D57B51/746/0";"Static";"Static";;
"02D57B51/747/0";"Static";"Static";;
"02D57B51/743/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/748/0";"Dialog";"Dialog";;
"02D57B51/752/0";"To import comments from a %s PDF file:";"要导入%s文件中的注释：";;
"02D57B51/801/0";"1.  Make sure the PDF file containing the comments you want to import has the following features:";"1. 确保要从其导入注释的PDF文件具有以下功能：";;
"02D57B51/754/0";"a. It was created using %s creator for Word. It should be a Tagged PDF.";"a. 文件是使用%s生成器Word版创建的，且已加标签。";;
"02D57B51/792/0";"b. It contains all the comments you would like to import.";"b.文件包含您要导入的所有注释。";;
"02D57B51/793/0";"c. It must have been saved after commenting.";"c. 文件必须在注释后进行了保存。";;
"02D57B51/794/0";"2.  Make a backup copy of the Word file you want to import comments into.";"2.  备份要导入注释的Word文件。";;
"02D57B51/795/0";"3.  Click OK [below] to start importing.";"3.  点击如下的“确定”开始导入。";;
"02D57B51/796/0";"4.  In the dialog box that then appears, you can choose the PDF file to import comments from, you can choose the Word document to import comments into and also choose the comment types to import.";"4. 在随后出现的对话框中，您可以选择要导出注释的PDF文件和要导入注释的Word文件，以及导入的注释类型。";;
"02D57B51/797/0";"The comments are imported from PDF and placed on the Word document using Word's commenting system.";"注释从PDF文件导入，使用Word的注释系统放置到文档中。";;
"02D57B51/798/0";"5.  After the import you can use the Text Integration Palette to step through each text edit one by one and choose either to apply them in the Word document or discard them.";"5.  导入后，您可以使用“文本集成调板”来逐条查看编辑文本，并选择在Word文档中应用或放弃更改。";;
"02D57B51/799/0";"Note: You should import comments into a given Word document once.";"注意：您应该将注释一次性导入指定的Word文档。";;
"02D57B51/862/0";"Subsequent imports into the same Word document may not work as expected as the Word document gets altered on importing comments.";"由于在导入注释时Word文档发生了更改，随后导入到同一个Word文档中的注释可能不会像预期的那样工作。";;
"02D57B51/800/0";"Would you like to begin the import process now?";"您是否想要现在开始进行导入？";;
"02D57B51/762/0";"&Don't show again";"不再显示(&D)";"D";"D"
"02D57B51/750/0";"&OK";"确定(&O)";"O";"O"
"02D57B51/751/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/802/0";"Successful Import";"导入成功";;
"02D57B51/806/0";"The comments have been successfully imported from \r\n<%s>";"注释成功从如下文件中导入 \r\n<%s>";;
"02D57B51/807/0";"Import Summary";"导入摘要";;
"02D57B51/811/0";"Total number of comments imported: %d";"导入的注释总数：%d";;
"02D57B51/812/0";"Text Edits (Insertions, Deletions and Replaces): %d";"文本编辑项（插入项，删除项和替换项）：%d";;
"02D57B51/813/0";"Other comments: %d";"其它注释：%d";;
"02D57B51/818/0";"Comments with unconfirmed placement: %d";"未确定放置位置的注释：%d";;
"02D57B51/814/0";"Integrate Text Edits";"集成文本编辑";;
"02D57B51/815/0";"%s can assist you in integrating the text changes into the Word document, by walking you through the changes and allowing you to apply each change.";"%s可以帮助您将文本更改集成到Word文档，您可以了解查看并决定“应用”每一处更改。";;
"02D57B51/816/0";"Click Integrate Text Edits to begin the assisted process of incorporating the text insertions and deletions into the document.";"点击“集成文本编辑”开始将文本插入项和删除项合并到文档。";;
"02D57B51/804/0";"&Integrate Text Edits";"集成文本编辑(&I)";"I";"I"
"02D57B51/805/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/844/0";"PDF Modified";"修改PDF";;
"02D57B51/850/0";"The PDF from which you are trying to import comments has either been modified since it was created or it is an entirely different PDF. This may cause the comments from you PDF to be incorrectly placed on the Word document.";"您要从中导入注释的PDF文件在创建后已被修改，或者它根本就是另外一个不同的PDF文件。这会导致PDF中的注释无法正确的放置在Word文档中。";;
"02D57B51/849/0";"Do you want to try anyway?";"您依然想要尝试？";;
"02D57B51/846/0";"&Try Anyway";"依然尝试(&T)";"T";"T"
"02D57B51/847/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/851/0";"%s Comments";"%s注释";;
"02D57B51/857/0";"The PDF file is protected. Please enter a Document Open Password.";"PDF文件受保护，请输入文档打开密码。";;
"02D57B51/853/0";"OK";"确定";;
"02D57B51/854/0";"Cancel";"取消";;
"02D57B51/896/0";"Foxit Conversion Settings";"福昕转换设置";;
"02D57B51/897/0";"&Default Settings:";"默认设置(&D)：";"D";"D"
"02D57B51/904/0";"&Edit";"编辑(&E)";"E";"E"
"02D57B51/898/0";"&Target Folder:";"目标文件夹(&T)：";"T";"T"
"02D57B51/905/0";"&Browse";"浏览(&B)";"B";"B"
"02D57B51/901/0";"If &File Exists:";"如果文件存在(&F)：";"F";"F"
"02D57B51/903/0";"&View PDF Results";"查看PDF结果(&V)";"V";"V"
"02D57B51/958/0";"&Preserve Document Properties";"保留文档属性(&P)";"P";"P"
"02D57B51/996/0";"Foxit PDF Editor Add-in";"福昕高级PDF编辑器插件";;
"02D57B51/998/0";"&Buy Now";"立即购买(&B)";"B";"B"
"02D57B51/999/0";"&Cancel";"取消(&C)";"C";"C"
"02D57B51/1000/0";"Static";"Static";;
"02D57B51/131/0";"Foxit PDF Editor Add-in";"福昕高级PDF编辑器插件";;
"02D57B51/143/0";"Conversion Range";"转换范围";;
"02D57B51/146/0";"All Pages";"所有页面";;
"02D57B51/145/0";"Current Page";"当前页面";;
"02D57B51/144/0";"Specific Page";"指定页面";;
"02D57B51/140/0";"Pages in Visio";"Visio页面";;
"02D57B51/141/0";"Page Selection";"页面选择";;
"02D57B51/142/0";"Pages in PDF";"PDF页面";;
"02D57B51/137/0";"Add>";"添加>";;
"02D57B51/136/0";"<Remove";"<移除";;
"02D57B51/135/0";"Add All >>";"添加所有>>";;
"02D57B51/133/0";"Convert to PDF";"转换为PDF";;
"02D57B51/134/0";"Cancel";"取消";;
"02D57B51/147/0";"Page Layout";"页面布局";;
"02D57B51/447/0";"Size";"大小";;
"02D57B51/448/0";"Page Size:";"页面大小：";;
"02D57B51/450/0";"Width:";"宽度：";;
"02D57B51/449/0";"Height:";"高度：";;
"02D57B51/451/0";"Margins";"页边距";;
"02D57B51/455/0";"Top:";"顶部：";;
"02D57B51/454/0";"Bottom:";"底部：";;
"02D57B51/453/0";"Left:";"左：";;
"02D57B51/452/0";"Right:";"右：";;
"02D57B51/456/0";"Orientation";"方向";;
"02D57B51/174/0";"Portrait";"纵向";;
"02D57B51/175/0";"Landscape";"横向";;
"02D57B51/457/0";"Scaling";"缩放";;
"02D57B51/177/0";"Scale Wide Contents to fit page";"缩放横向内容以适应页面";;
"02D57B51/178/0";"Switch to landscape if scaled smaller than (%)";"如果缩放比率小于（%）则转为横向页面";;
"02D57B51/179/0";"Save As Default";"保存为默认";;
"02D57B51/180/0";"Mail Merge Settings";"邮件合并设置";;
"02D57B51/459/0";"Record Range";"记录范围";;
"02D57B51/186/0";"All";"全部";;
"02D57B51/187/0";"Current";"当前";;
"02D57B51/188/0";"From:";"从：";;
"02D57B51/460/0";"To:";"到：";;
"02D57B51/461/0";"PDF File Name";"PDF文件名称";;
"02D57B51/193/0";"Specify PDF File Name:";"指定PDF文件名称：";;
"02D57B51/194/0";"Choose a field:";"选择域：";;
"02D57B51/458/0";"Email Settings";"邮件设置";;
"02D57B51/203/0";"Automatically send PDF files by email";"通过邮件自动发送PDF文件";;
"02D57B51/462/0";"To:";"收件人：";;
"02D57B51/463/0";"Subject line:";"主题行：";;
"02D57B51/464/0";"Message:";"消息：";;
"02D57B51/183/0";"OK";"确定";;
"02D57B51/184/0";"Cancel";"取消";;
"02D57B51/418/0";"Update";"更新";;
"02D57B51/420/0";"Check for Update";"检查更新";;
"02D57B51/421/0";"Automatically Update";"自动更新";;
"02D57B51/422/0";"Automatically install updates";"自动安装更新";;
"02D57B51/423/0";"Do not download or install updates automatically";"不自动下载或安装更新";;
"02D57B51/537/0";"Convert Word &headings to bookmarks in PDF";"将Word标题转换为PDF的书签(&H)";"H";"H"
"02D57B51/685/0";"Convert Word &styles to bookmarks in PDF";"将word样式转换为PDF的书签(&S)";"S";"S"
"02D57B51/559/0";"Convert the &bookmarks in Word to PDF bookmarks";"将Word中的书签转换为PDF的书签(&B)";"B";"B"
"02D57B51/204/0";"Convert to Foxit Reader PDF";"转换为福昕阅读器PDF";;
"02D57B51/481/0";"%s Archival";"%s存档";;
"02D57B51/205/0";"Append to Foxit Reader PDF";"附加至福昕阅读器PDF";;
"02D57B51/483/0";"Create PDF using the selected messages";"使用选择的消息创建PDF";;
"02D57B51/206/0";"Creation";"创建";;
"02D57B51/207/0";"Create New PDF...";"创建新的PDF...";;
"02D57B51/484/0";"Create a new PDF from the selected messages";"从所选择的消息创建一个新的PDF";;
"02D57B51/208/0";"Convert to Foxit PDF";"转换为福昕PDF";;
"02D57B51/209/0";"Foxit PDF";"福昕PDF";;
"02D57B51/424/0";"Foxit Redactor";"福昕密文工具";;
"02D57B51/210/0";"Append Failed!";"附加失败！";;
"02D57B51/211/0";"Create PDF";"创建PDF";;
"02D57B51/212/0";"Settings";"设置";;
"02D57B51/213/0";"Create and email";"创建并发送";;
"02D57B51/485/0";"Append the selected messages to an existing PDF";"将所选择的消息附加到一个已经存在的PDF中";;
"02D57B51/486/0";"Create PDF using the selected folders";"使用选择的文件夹创建PDF";;
"02D57B51/214/0";"Convert folder information";"转换文件夹信息";;
"02D57B51/215/0";"Units";"单位";;
"02D57B51/216/0";"Convert folder information";"转换文件夹信息";;
"02D57B51/217/0";"Size Name";"尺寸名称";;
"02D57B51/218/0";"Add Custom Paper Size";"添加自定义的页面尺寸";;
"02D57B51/219/0";"Context Menu";"右键菜单";;
"02D57B51/220/0";"Layout";"布局";;
"02D57B51/221/0";"Please select a folder to convert.";"请选择一个要转换的文件夹";;
"02D57B51/222/0";"Please select at least one mail folder";"请至少选择一个邮件文件夹";;
"02D57B51/223/0";"Could not write to the file. It might be an invalid path, or the file is in use by another application.";"不能写入该文件。路径可能非法，或者该文件正在被其它应用程序使用。";;
"02D57B51/224/0";"Append to Existing PDF...";"附加至已经存在的PDF...";;
"02D57B51/225/0";"The PDF you have selected is not a PDF portfolio. Please choose a new PDF file or an existing PDF portfolio.";"您选择的PDF不是一个PDF文件包。请选择一个新的PDF文件或者一个已经存在的PDF文件包。";;
"02D57B51/226/0";"Convert Selected Messages";"转换所选择的消息";;
"02D57B51/227/0";"Convert Selected Folders";"转换所选择的文件夹";;
"02D57B51/946/0";"Reviewer";"审阅人";;
"02D57B51/947/0";"Include";"包含";;
"02D57B51/948/0";"Notes open";"备注打开";;
"02D57B51/949/0";"Color";"颜色";;
"02D57B51/950/0";"Count";"注释数量";;
"02D57B51/228/0";"Monday";"星期一";;
"02D57B51/229/0";"Sunday";"星期日";;
"02D57B51/487/0";"Create a new PDF for all messages in the selected folders";"从所选择的文件夹中的所有消息创建一个新的PDF";;
"02D57B51/488/0";"Append messages from the selected folders to an existing PDF";"将所选择的文件夹中的消息附加到一个已经存在的PDF中";;
"02D57B51/489/0";"Include email attachments as attachments in created PDF";"将邮件附件作为附件包含到创建的PDF中";;
"02D57B51/517/0";"TurboPDF";"TurboPDF";;
"02D57B51/518/0";"TURBOPDF";"TURBOPDF";;
"02D57B51/526/0";"In Canceling";"正在取消";;
"02D57B51/532/0";"User Manual";"用户手册 ";;
"02D57B51/533/0";"Open the user manual in PDF format";"打开PDF格式的用户手册";;
"02D57B51/534/0";"%s, Version %s";"%s，版本 %s";;
"02D57B51/539/0";"Element";"元素";;
"02D57B51/540/0";"Type";"类型";;
"02D57B51/541/0";"Level";"层级";;
"02D57B51/230/0";"Wednesday";"星期三";;
"02D57B51/231/0";"Convert the current document to PDF ";"将当前文档转换为PDF ";;
"02D57B51/542/0";"Heading %d";"标题%d";;
"02D57B51/232/0";"Convert the current document to PDF and attach to an email";"将当前文档转换为PDF且将其作为附件附加至邮件中";;
"02D57B51/543/0";"Heading";"标题";;
"02D57B51/878/0";"Choose file to attach as Foxit PDF";"选择文件附加为福昕PDF";;
"02D57B51/879/0";"Save Foxit PDF File As";"将福昕PDF文件另存为";;
"02D57B51/234/0";"Add links";"添加链接";;
"02D57B51/880/0";"&Box";"Box(&B)";;
"02D57B51/558/0";"Failed to open document homepage.";"无法打开文档主页。";;
"02D57B51/560/0";"Sign In";"登录";;
"02D57B51/561/0";"Sign In";"登录";;
"02D57B51/562/0";"Sign in to a Foxit Account to make sure that you can properly use ConnectedPDF files. (ConnectedPDF files will be generated when you choose to automatically create them in %s)";"登录福昕账户以确保您可以正常使用互联PDF文件。（当您选择在%s中自动创建互联PDF文件时，它就会生成）";;
"02D57B51/563/0";"View your Foxit account information";"查看您的福昕账户信息";;
"02D57B51/564/0";"Personal Homepage";"个人主页";;
"02D57B51/565/0";"Sign Out";"退出";;
"02D57B51/566/0";"Word Bookmarks";"Word 书签";;
"02D57B51/567/0";"Are you sure you want to sign out?";"您确定您要退出？";;
"02D57B51/397/0";"MAPI logon unsuccessful! Cannot email messages.";"MAPI登录失败！无法发送邮件信息。";;
"02D57B51/638/0";"Placement Unconfirmed";"放置位置无法确定";;
"02D57B51/868/0";"Save the created PDF to Google Drive";"将所创建的PDF保存到Google Drive";;
"02D57B51/869/0";"Save the created PDF to ECM";"将所创建的PDF保存到ECM";;
"02D57B51/870/0";"Create to ECM";"创建到ECM";;
"02D57B51/871/0";"&NdOffice ";"NdOffice(&N)";;
"02D57B51/872/0";"&OneDrive - Personal";"OneDrive-个人版(&O)";;
"02D57B51/1001/0";"The current edition does not support this feature.";"当前版本不支持此功能。";;
"02D57B51/1002/0";"Warning";"警告";;
"02D57B51/1003/0";"You don't have a valid license key file. Please purchase to continue enjoying this feature.";"您没有有效的授权文件，请购买以继续享受此功能。";;
"02D57B51/1004/0";"Your evaluation period will expire in %d day(s). Please purchase to continue enjoying this feature.";"您的试用期将在%d天后过期。请购买以享受此功能。";;
"02D57B51/568/0";"Sign Out";"退出";;
"02D57B51/569/0";"Failed to open personal homepage.";"无法打开个人主页";;
"02D57B51/239/0";"Advanced";"高级";;
"02D57B51/240/0";"This file already exists, do you want to replace it?";"该文档已经存在，您是否想要替换它？";;
"02D57B51/241/0";"View and change advanced PDF creation options";"查看并更改PDF创建高级选项";;
"02D57B51/242/0";"Application Settings";"应用程序设置";;
"02D57B51/243/0";"Preserve Document Properties";"保留文档属性";;
"02D57B51/244/0";"Convert the original document properties to PDF document properties";"将源文档的属性转换为PDF文档属性";;
"02D57B51/245/0";"Create Bookmark";"创建书签";;
"02D57B51/570/0";"Signed In";"已注册";;
"02D57B51/246/0";"Create Bookmark";"创建书签";;
"02D57B51/247/0";"Prompt for File Name";"提示输入文件名";;
"02D57B51/248/0";"Customize the PDF file name during creation";"创建过程中自定义PDF文件名";;
"02D57B51/249/0";"Support PDF/A-1b Standard";"支持 PDF/A-1b 标准";;
"02D57B51/250/0";"Create PDF/A compliant file";"创建PDF/A兼容文件";;
"02D57B51/251/0";"View PDF Results";"查看PDF结果";;
"02D57B51/252/0";"Immediately open PDF after creation";"创建结束后立即打开PDF";;
"02D57B51/253/0";"General Settings";"常规设置";;
"02D57B51/254/0";"Cannot write to the file. The path might be invalid or the file may be in use by another application.\nDo you want to try another file?";"未能写入文件。它可能是非法路径，或者文件正被另一个应用程序使用。\n您是否想要尝试其它文件？";;
"02D57B51/255/0";"Sorry, failed to launch your default email client software.";"对不起，未能启动您的默认电子邮件客户端";;
"02D57B51/256/0";"Can't print blank excel document.";"无法打印空白的excel文件。";;
"02D57B51/257/0";"An unexpected error occurred while printing the file.";"打印文档过程中发生未知错误。";;
"02D57B51/591/0";"Remove ConnectedID";"移除互联ID";;
"02D57B51/592/0";"Remove the ConnectedPDF ID from this file";"从此文件中移除互联PDF ID";;
"02D57B51/593/0";"Are you sure to remove the ConnectedPDF ID?";"您确定要删除互联PDF ID吗？";;
"02D57B51/594/0";"cPDF Protection";"互联保护";;
"02D57B51/595/0";"Protect Attachment";"附件加密";;
"02D57B51/596/0";"Click to protect the attached documents with connectedPDF DRM and configure read only permission for all the user in the recipient list.";"点击后使用互联PDF DRM对附件文档进行保护并在接受者列表中为所有使用者配置只读权限。";;
"02D57B51/258/0";"Can't find %s.";"不能找到%s。";;
"02D57B51/597/0";"WPS";"WPS";;
"02D57B51/598/0";"Txt";"Txt";;
"02D57B51/259/0";"Friday";"星期五";;
"02D57B51/260/0";"Please choose the folder where you want your PDF files to be created.";"请选择您想要将所生成的PDF文件存放到的文件夹";;
"02D57B51/261/0";"Append the archive date to the specified archive file name";"将存档日期附加到指定存档的文件名中";;
"02D57B51/262/0";"Before the archive file name";"在存档文件名称之前";;
"02D57B51/263/0";"After the archive file name";"在存档文件名称之后";;
"02D57B51/819/0";"Choose Continue Integration Process from the ""%s%[1]"" dropdown in ""%s%[2]"" ribbon to continue the process of incorporating the remaining text insertions, deletions and replaces into the document.";"从“%s%[2]”功能区下的“%s%[1]”下拉列表中选择“继续集成过程”来继续将剩余的文本插入项，删除项和替换项合并到文档中。";;
"02D57B51/873/0";"&Google Drive";"Google Drive(&G)";;
"02D57B51/874/0";"&iManage 9";"iManage 9(&I)";;
"02D57B51/875/0";"Save the created PDF to iManage Work";"将所创建的PDF保存到iManage Work";;
"02D57B51/876/0";"Save the created PDF to NetDocuments";"将所创建的PDF保存到NetDocuments";;
"02D57B51/877/0";"Save the created PDF to OneDrive-Personal";"将所创建的PDF保存到OneDrive-Personal";;
"02D57B51/881/0";"Save the created PDF to Box";"将所创建的PDF保存到Box";;
"02D57B51/882/0";"An unexpected error has occurred during the convert process.";"转换过程中出现未知错误。 ";;
"02D57B51/883/0";"&Dropbox";"Dropbox(&D)";;
"02D57B51/884/0";"Save the created PDF to Dropbox";"将所创建的PDF保存到Dropbox";;
"02D57B51/885/0";"&eDOCS DM";"eDOCS DM(&E)";;
"02D57B51/886/0";"Save the created PDF to eDOCS DM library";"将所创建的PDF保存到eDOCS DM";;
"02D57B51/264/0";"Saturday";"星期六";;
"02D57B51/265/0";"Thursday";"星期四";;
"02D57B51/266/0";"Tuesday";"星期二";;
"02D57B51/267/0";"Folders";"文件夹";;
"02D57B51/599/0";"PDF";"PDF";;
"02D57B51/268/0";"LogFile (*.log)|*.log;|";"日志文件(*.log)|*.log;|";;
"02D57B51/600/0";"Microsoft Office PowerPoint";"Microsoft Office PowerPoint";;
"02D57B51/601/0";"Microsoft Office Project";"Microsoft Office 工程";;
"02D57B51/602/0";"XPS";"XPS";;
"02D57B51/603/0";"HTML";"HTML";;
"02D57B51/604/0";"Microsoft Office Outlook";"Microsoft Office Outlook";;
"02D57B51/605/0";"All Image Files";"所有图像文件";;
"02D57B51/606/0";"Hancom Office HanWord";"Hancom Office HanWord";;
"02D57B51/607/0";"All Supported Files";"所有可支持的文件";;
"02D57B51/608/0";"Microsoft Office Word";"Microsoft Office Word";;
"02D57B51/609/0";"Microsoft Office Visio";"Microsoft Office Visio";;
"02D57B51/610/0";"Microsoft Office Excel";"Microsoft Office Excel";;
"02D57B51/617/0";"%d files have been protected. All recipients will be given permission to read the documents only. There are %d users without Foxit accounts, who will need to create one.";"%d个文件已被保护。 所有接收者只有阅读文件的权限。 有%d个用户没有Foxit账户，需要去创建。";;
"02D57B51/269/0";"Your document needs to be saved before converting.\nDo you wish to save the document and continue?";"文档在转换之前必须进行保存。\n您是否想保存文档并继续？";;
"02D57B51/618/0";"%d files have been protected. All recipients will be given permission to read the documents only.";"%d文件已被保护。 所有接收者只有阅读文件的权限。";;
"02D57B51/619/0";"I have invited you to join Foxit ConnectedPDF and view a protected document.";"我已经邀请您加入福昕互联PDF并查看受保护的文件。";;
"02D57B51/620/0";"Invitation to sign up for ConnectedPDF";"邀请注册互联PDF";;
"02D57B51/621/0";"%s has invited you to join Foxit ConnectedPDF and view a protected document";"%s已邀请您加入福昕互联PDF并查看受保护的文档";;
"02D57B51/622/0";"You need to sign up to get access to the document and take advantage of many other features of ConnectedPDF technology";"你需要注册以获取文档的访问权限并使用互联PDF技术的许多其它功能";;
"02D57B51/623/0";"If you would like to sign up for a FREE ConnectedPDF account, click HERE: %s";"如果您想注册一个免费的互联PDF账户，请点击这里：%s";;
"02D57B51/624/0";"For more info on ConnectedPDF, visit %s";"了解ConnectedPDF的详细信息，请访问%s";;
"02D57B51/270/0";"FOXIT PDF";"福昕PDF";;
"02D57B51/425/0";"FOXIT REDACTOR";"福昕密文工具";;
"02D57B51/625/0";"Foxit ConnectedPDF Team";"福昕互联PDF团队";;
"02D57B51/271/0";"PDF Archive File";"PDF存档文件";;
"02D57B51/630/0";"There is no attachment in this email.";"这封邮件中没有附件。";;
"02D57B51/631/0";"Cannot protect any of the attached files.";"无法加密附件中的文件。";;
"02D57B51/272/0";"RMS Protection";"RMS 保护";;
"02D57B51/273/0";"Thank you for your interest in the RMS Plug-in for %s%[1]. Your 14-day free trial for this RMS feature has expired. You need a valid license to activate this plug-in. If you already have a license, please activate it now. Otherwise, please contact us at:\n\n %s%[2](24/7)\n\nSales and Information: %s%[3]";"谢谢您使用%s%[1]的RMS插件。您的14天免费试用已过期。您需要一个合法的授权文件来激活该插件。如果您已经有授权文件，请现在进行激活。否则，请您通过以下方式联系我们：\n\n%s%[2]（24/7）\n\n销售信息：%s%[3]";;
"02D57B51/274/0";"Required library not found, or not a proper version. Please reinstall %s to fix this issue.";"未发现所需的链接，或者版本不正确。请重新安装%s以解决该问题。";;
"02D57B51/275/0";"Get open filename error!";"获取打开文件名错误！";;
"02D57B51/276/0";"Retain Layers";"保留层";;
"02D57B51/277/0";"in";"英寸";;
"02D57B51/278/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"02D57B51/279/0";"Retain Layers";"保留层";;
"02D57B51/280/0";"Buy now";"立即购买";;
"02D57B51/281/0";"About Foxit";"关于福昕";;
"02D57B51/282/0";"Merge to Foxit PDF";"合并为福昕PDF";;
"02D57B51/283/0";"Merge document to PDF files and send them by email";"将文档合并为PDF文件并通过邮件发送";;
"02D57B51/636/0";"Error!";"错误！";;
"02D57B51/637/0";"Failed to attach the file to this email!";"无法将文件附加到电子邮件！";;
"02D57B51/687/0";"Adding bookmarks for PDF...";"正在添加书签到PDF...";;
"02D57B51/693/0";"One or more page dimensions are out of range.";"一个或者多个邮件的尺寸超出了范围。";;
"02D57B51/763/0";"Delete";"删除";;
"02D57B51/764/0";"Insert";"插入";;
"02D57B51/765/0";"Replace";"替换";;
"02D57B51/766/0";"Underline";"下划线";;
"02D57B51/284/0";"You have selected an empty folder for conversion. Please select a folder containing some mails.";"您选择的要转换的文件夹是空的。请选择一个包含了邮件的文件夹。";;
"02D57B51/285/0";"Missing %s.";"丢失 %s。";;
"02D57B51/286/0";"This PDF file has been damaged. You cannot append another PDF file to it.";"该文件被破坏。您不能将其它PDF文件附加至该文件。";;
"02D57B51/287/0";"An error occurred while opening the PDF file.";"打开文件时出现错误。";;
"02D57B51/767/0";"Comment";"注释";;
"02D57B51/768/0";"Foxit PDF Editor Comment";"福昕高级PDF编辑器注释";;
"02D57B51/288/0";"An error occurred while creating the PDF file.";"创建PDF文件时发生错误。";;
"02D57B51/289/0";"Please select at least one valid email to continue.";"请至少选择一封有效邮件以继续。";;
"02D57B51/290/0";"The PDF you have selected is a protected PDF. Please unprotect it before the operation.";"您所选择的PDF文件是一个受保护的文件。请在操作之前先对其进行解密。";;
"02D57B51/291/0";"Get save filename error!";"获取保存文件名错误！";;
"02D57B51/292/0";"Add New Paper";"添加新的页面";;
"02D57B51/293/0";"Centimeter";"厘米";;
"02D57B51/294/0";"Page Name";"页面名称";;
"02D57B51/295/0";"Product info";"产品信息";;
"02D57B51/296/0";"Buy Foxit PDF Editor online";"在线购买福昕高级PDF编辑器";;
"02D57B51/297/0";"Get more product information online";"在线获取更多产品信息";;
"02D57B51/298/0";"Foxit Reader";"福昕阅读器";;
"02D57B51/299/0";"Get more information about Foxit Software Incorporated online";"在线获取更多关于福昕软件公司的信息";;
"02D57B51/300/0";"+1-866-680-3668";"+1-866-680-3668";;
"02D57B51/301/0";"Millimeter";"毫米";;
"02D57B51/302/0";"Foxit Software Inc.";"福建福昕软件开发股份有限公司";;
"02D57B51/303/0";"There is no data can convert.";"不存在可以被转换的数据。";;
"02D57B51/304/0";"Width x Height";"宽 x 高";;
"02D57B51/305/0";"Please select at least a page to convert.";"请至少选择一个要转换的页面。";;
"02D57B51/306/0";"Can't find folders!";"未找到文件夹！";;
"02D57B51/307/0";"Custom";"自定义";;
"02D57B51/308/0";"sales@foxit.com";"sales@foxit.com";;
"02D57B51/309/0";"Create Redacted PDF";"创建PDF密文";;
"02D57B51/310/0";"Not allowed to modify system or printer defined paper size.";"不允许修改系统或者打印机定义的页面尺寸。";;
"02D57B51/311/0";"%s Add-in";"%s 加载项";;
"02D57B51/312/0";"Foxit PDF Editor Printer";"福昕高级PDF编辑器打印机";;
